chembl_id,molecule_name,curation_batch,proposed_class,decision,functional_class,primary_binary_label,evidence_tier,dataset_admission_eligible,primary_analysis_eligible,training_eligible,curation_mode,decision_engine,human_validation_claimed,human_approval_required,decision_rationale,functional_activity_rows,qualifying_activity_rows,representative_activity_id,representative_assay_id,representative_document_id,representative_source_url,representative_evidence_passage,audited_at_utc,ruleset_version
CHEMBL1990267,CHEMBL1990267,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,10925734,CHEMBL2045255,CHEMBL2040792,https://doi.org/10.1016/j.ejmech.2012.05.009,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,2026-09-10T12:57:45.684699+00:00,a2a-computational-curation-v1.3
CHEMBL3414942,CHEMBL3414942,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,15208849,CHEMBL3420494,CHEMBL3414438,https://doi.org/10.1021/acs.jmedchem.5b00074,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,2026-09-10T12:57:45.684745+00:00,a2a-computational-curation-v1.3
CHEMBL199446,CHEMBL199446,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,1674881,CHEMBL853546,CHEMBL1148617,https://doi.org/10.1021/jm0506221,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,2026-09-10T12:57:45.684766+00:00,a2a-computational-curation-v1.3
CHEMBL201217,CHEMBL201217,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,1730072,CHEMBL853546,CHEMBL1148617,https://doi.org/10.1021/jm0506221,Antagonist potency at cloned recombinant human adenosine A2A receptor transfected in CHO cells by cAMP assay,2026-09-10T12:57:45.684787+00:00,a2a-computational-curation-v1.3
CHEMBL3414944,CHEMBL3414944,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,15208851,CHEMBL3420494,CHEMBL3414438,https://doi.org/10.1021/acs.jmedchem.5b00074,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,2026-09-10T12:57:45.684829+00:00,a2a-computational-curation-v1.3
CHEMBL2042059,CHEMBL2042059,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,10925736,CHEMBL2045255,CHEMBL2040792,https://doi.org/10.1016/j.ejmech.2012.05.009,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,2026-09-10T12:57:45.684852+00:00,a2a-computational-curation-v1.3
CHEMBL2042062,CHEMBL2042062,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,10925737,CHEMBL2045255,CHEMBL2040792,https://doi.org/10.1016/j.ejmech.2012.05.009,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,2026-09-10T12:57:45.684875+00:00,a2a-computational-curation-v1.3
CHEMBL2042073,CHEMBL2042073,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,10925735,CHEMBL2045255,CHEMBL2040792,https://doi.org/10.1016/j.ejmech.2012.05.009,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,2026-09-10T12:57:45.684905+00:00,a2a-computational-curation-v1.3
CHEMBL3414946,CHEMBL3414946,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,2 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,2,2,15208853,CHEMBL3420494,CHEMBL3414438,https://doi.org/10.1021/acs.jmedchem.5b00074,Agonist activity at human recombinant adenosine A2A receptor transfected in CHO cells assessed as induction of adenylyl cyclase activity,2026-09-10T12:57:45.684948+00:00,a2a-computational-curation-v1.3
CHEMBL2042081,CHEMBL2042081,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,10925733,CHEMBL2045255,CHEMBL2040792,https://doi.org/10.1016/j.ejmech.2012.05.009,Antagonist activity at human adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-induced cAMP accumulation incubated for 15 mins prior to NECA-induction measured after 15 mins by enzyme immunoassay relative to control,2026-09-10T12:57:45.684971+00:00,a2a-computational-curation-v1.3
CHEMBL2153620,CHEMBL2153620,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12047029,CHEMBL2154401,CHEMBL2150901,https://doi.org/10.1016/j.ejmech.2011.05.023,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,2026-09-10T12:57:45.684992+00:00,a2a-computational-curation-v1.3
CHEMBL119709,IB-MECA,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,13968209,CHEMBL3135340,CHEMBL3132785,https://doi.org/10.1039/C3MD00364G,Agonist activity at human adenosine A2A receptor expressed in FlpIn-CHO cells assessed as inhibition of forskolin-induced cAMP accumulation after 30 mins by fluorescence assay,2026-09-10T12:57:45.685015+00:00,a2a-computational-curation-v1.3
CHEMBL2153627,CHEMBL2153627,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12047030,CHEMBL2154401,CHEMBL2150901,https://doi.org/10.1016/j.ejmech.2011.05.023,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,2026-09-10T12:57:45.685036+00:00,a2a-computational-curation-v1.3
CHEMBL2153629,CHEMBL2153629,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12047031,CHEMBL2154401,CHEMBL2150901,https://doi.org/10.1016/j.ejmech.2011.05.023,Antagonist activity human recombinant adenosine A2A receptor expressed in CHO cells assessed as inhibition of NECA-mediated [3H]cAMP accumulation after 15 mins by liquid scintillation counting,2026-09-10T12:57:45.685057+00:00,a2a-computational-curation-v1.3
CHEMBL122396,CHEMBL122396,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,1105144,CHEMBL649777,CHEMBL1148363,https://doi.org/10.1021/jm049947s,Stimulation of human adenosine A2A receptor in production of cAMP in CHO cells,2026-09-10T12:57:45.685075+00:00,a2a-computational-curation-v1.3
CHEMBL2165799,CHEMBL2165799,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12084387,CHEMBL2167687,CHEMBL2163234,https://doi.org/10.1021/jm201640m,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,2026-09-10T12:57:45.685095+00:00,a2a-computational-curation-v1.3
CHEMBL2165804,CHEMBL2165804,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12084380,CHEMBL2167687,CHEMBL2163234,https://doi.org/10.1021/jm201640m,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,2026-09-10T12:57:45.685113+00:00,a2a-computational-curation-v1.3
CHEMBL2165806,CHEMBL2165806,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,12084392,CHEMBL2167687,CHEMBL2163234,https://doi.org/10.1021/jm201640m,Antagonist activity at human Adenosine receptor A2a assessed as inhibition of cAMP production,2026-09-10T12:57:45.685131+00:00,a2a-computational-curation-v1.3
CHEMBL1417210,CHEMBL1417210,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,24781682,CHEMBL5129738,CHEMBL5126601,https://doi.org/10.1021/acsmedchemlett.2c00099,Agonist activity at human adenosine A2A receptor expressed in HEK293T cells assessed as stimulation of cAMP accumulation by GloSensor cAMP accumulation assay,2026-09-10T12:57:45.685151+00:00,a2a-computational-curation-v1.3
CHEMBL2377086,CHEMBL2377086,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287501,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685175+00:00,a2a-computational-curation-v1.3
CHEMBL2377087,CHEMBL2377087,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287517,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685198+00:00,a2a-computational-curation-v1.3
CHEMBL1573515,CHEMBL1573515,3,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,24781688,CHEMBL5129738,CHEMBL5126601,https://doi.org/10.1021/acsmedchemlett.2c00099,Agonist activity at human adenosine A2A receptor expressed in HEK293T cells assessed as stimulation of cAMP accumulation by GloSensor cAMP accumulation assay,2026-09-10T12:57:45.685218+00:00,a2a-computational-curation-v1.3
CHEMBL2377088,CHEMBL2377088,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287544,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685241+00:00,a2a-computational-curation-v1.3
CHEMBL2377089,CHEMBL2377089,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287469,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685264+00:00,a2a-computational-curation-v1.3
CHEMBL2377095,CHEMBL2377095,3,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287537,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685287+00:00,a2a-computational-curation-v1.3
CHEMBL1950653,CHEMBL1950653,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,8031771,CHEMBL1955229,CHEMBL1949672,https://doi.org/10.1021/jm201461q,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP production at 10 uM preincubated for 45 mins prior forskolin treatment measured after 15 mins by liquid scintillation spectrometry relative to 2-[p-(2-carboxyethyl)phenylethylamino]-5'-N-ethylcarboxamido-adenosine,2026-09-10T12:57:45.685316+00:00,a2a-computational-curation-v1.3
CHEMBL2377096,CHEMBL2377096,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287515,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685339+00:00,a2a-computational-curation-v1.3
CHEMBL2377108,CHEMBL2377108,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287518,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685362+00:00,a2a-computational-curation-v1.3
CHEMBL1950655,CHEMBL1950655,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,8031773,CHEMBL1955229,CHEMBL1949672,https://doi.org/10.1021/jm201461q,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP production at 10 uM preincubated for 45 mins prior forskolin treatment measured after 15 mins by liquid scintillation spectrometry relative to 2-[p-(2-carboxyethyl)phenylethylamino]-5'-N-ethylcarboxamido-adenosine,2026-09-10T12:57:45.685392+00:00,a2a-computational-curation-v1.3
CHEMBL2377223,CHEMBL2377223,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287511,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685416+00:00,a2a-computational-curation-v1.3
CHEMBL2377235,CHEMBL2377235,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287543,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685439+00:00,a2a-computational-curation-v1.3
CHEMBL1950665,CHEMBL1950665,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,8031783,CHEMBL1955229,CHEMBL1949672,https://doi.org/10.1021/jm201461q,Agonist activity at human A2A adenosine receptor expressed in CHO cells assessed as stimulation of forskolin-induced cAMP production at 10 uM preincubated for 45 mins prior forskolin treatment measured after 15 mins by liquid scintillation spectrometry relative to 2-[p-(2-carboxyethyl)phenylethylamino]-5'-N-ethylcarboxamido-adenosine,2026-09-10T12:57:45.685468+00:00,a2a-computational-curation-v1.3
CHEMBL2377236,CHEMBL2377236,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287528,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685491+00:00,a2a-computational-curation-v1.3
CHEMBL2377238,CHEMBL2377238,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,13287535,CHEMBL2380019,CHEMBL2375358,https://doi.org/10.1016/j.bmcl.2013.02.078,Antagonist activity at human adenosine A2a receptor expressed in CHOK1 cells assessed as inhibition of NECA/forskolin-induced cAMP accumulation incubated for 15 mins prior to NECA/forskolin challenge measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685514+00:00,a2a-computational-curation-v1.3
CHEMBL240624,PRELADENANT,4,antagonist,quarantine_excluded_function,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,Raw ChEMBL evidence contains endpoint-excluded functional class(es) ['inverse_agonist']; the record cannot enter the binary agonist-versus-antagonist endpoint.,1,1,2019641,CHEMBL903286,CHEMBL1139101,https://doi.org/10.1016/j.bmcl.2006.11.083,Antagonist activity at human adenosine A2A receptor assessed as CGS 21680-induced inhibition of adenylate cyclase activity by cell-based assay,2026-09-10T12:57:45.685537+00:00,a2a-computational-curation-v1.3
CHEMBL2042301,CHEMBL2042301,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925253,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685557+00:00,a2a-computational-curation-v1.3
CHEMBL259105,CHEMBL259105,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2141207,CHEMBL940083,CHEMBL1143979,https://doi.org/10.1016/j.bmc.2008.01.002,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,2026-09-10T12:57:45.685573+00:00,a2a-computational-curation-v1.3
CHEMBL259580,CHEMBL259580,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2141209,CHEMBL940083,CHEMBL1143979,https://doi.org/10.1016/j.bmc.2008.01.002,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,2026-09-10T12:57:45.685590+00:00,a2a-computational-curation-v1.3
CHEMBL2042303,CHEMBL2042303,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925255,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685609+00:00,a2a-computational-curation-v1.3
CHEMBL270654,CHEMBL270654,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2107103,CHEMBL930535,CHEMBL1142297,https://doi.org/10.1016/j.bmcl.2008.01.036,Antagonist activity at human adenosine A2A receptor expressed in HEK293 cells by cAMP assay,2026-09-10T12:57:45.685631+00:00,a2a-computational-curation-v1.3
CHEMBL273094,XANTHINE AMINE CONGENER,4,antagonist,quarantine_excluded_function,unknown,,,False,False,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,Raw ChEMBL evidence contains endpoint-excluded functional class(es) ['inverse_agonist']; the record cannot enter the binary agonist-versus-antagonist endpoint.,1,1,13300522,CHEMBL2384073,CHEMBL2380258,https://doi.org/10.1016/j.bmcl.2013.03.070,Antagonist activity at human adenosine A2A receptor assessed as cAMP level by cell based assay,2026-09-10T12:57:45.685650+00:00,a2a-computational-curation-v1.3
CHEMBL294223,CHEMBL294223,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,2141208,CHEMBL940083,CHEMBL1143979,https://doi.org/10.1016/j.bmc.2008.01.002,Antagonist activity at human adenosine A2A receptor expressed in CHO cells by cAMP assay,2026-09-10T12:57:45.685666+00:00,a2a-computational-curation-v1.3
CHEMBL2042304,CHEMBL2042304,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925256,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685686+00:00,a2a-computational-curation-v1.3
CHEMBL3217867,CHEMBL3217867,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552658,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685711+00:00,a2a-computational-curation-v1.3
CHEMBL3222049,CHEMBL3222049,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552523,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685737+00:00,a2a-computational-curation-v1.3
CHEMBL2042305,CHEMBL2042305,4,agonist,accept_agonist,agonist,1,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional agonist direction to 1 traceable primary publication(s).,1,1,10925257,CHEMBL2044689,CHEMBL2040819,https://doi.org/10.1021/jm300206u,Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as increase in intracellular cAMP level after 30 mins,2026-09-10T12:57:45.685756+00:00,a2a-computational-curation-v1.3
CHEMBL3222051,CHEMBL3222051,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552515,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685781+00:00,a2a-computational-curation-v1.3
CHEMBL3222054,CHEMBL3222054,4,antagonist,accept_antagonist,antagonist,0,tier_1,True,True,False,machine_curated_computational_audit,deterministic_evidence_rules,False,False,1 qualifying activity row(s) link an explicit human A2A functional antagonist direction to 1 traceable primary publication(s).,1,1,14552514,CHEMBL3223903,CHEMBL3217453,https://doi.org/10.1039/C1MD00082A,Antagonist activity at human adenosine A2A receptor expressed in CHO-K1 cells preincubated for 15 mins before NECA addition measured after 5.5 to 6 hrs by beta-galactosidase reporter gene assay,2026-09-10T12:57:45.685806+00:00,a2a-computational-curation-v1.3
